Brand,Comments,Labels
Easypaisa,Ye sub jhoot hai me 11 saal sy easy paisa account istemal kar raha ho mujy ajj tak koi 1000 rupe inam nhi mila aor Mery account me har waqt Paise hoty hai,Negative
Easypaisa,Kisi ko 1lack milaa bhi hai ya srf ese hee drama??,Negative
Easypaisa,03410011958...Account chal raha dosray mobile me magar mera zati mobile block hay..only Emergency call only..Emie number b ghayb kardiya hay mobile se 3737 pe call b kiya kehtay hain hum sirf app block kartay bhain mobile nahi,Negative
Easypaisa,"i'm winner of RS:15 twice.
🤣",Positive
Easypaisa,"One day i have 172rs next morning 62rs ,they deducted my money ,always",Negative
Easypaisa,Meny 16 sey bi zeyada friends ko invite kiya account banwaya ... mujy aaj tak kch bi nh mela,Negative
Easypaisa,bakwas ha coke ka promo coad bas 2 dafa he chalta ha kya,Very Negative
Easypaisa,Bakwas and jhoot,Very Negative
Easypaisa,Congratulations 👏❣️ guys,Positive
Easypaisa,Easypaisa blocked my account without any information. very disappointed,Very Negative
Easypaisa,itne time se ordrr kia ha debit crd ne aya abhi tk,Negative
Easypaisa,Yeh log chor hn mary 1000 rupy kat lye hn bilawaja,Very Negative
Easypaisa,Ye error q arha hai,Negative
Easypaisa,Ar ma money send kron to snd ni hori Erooor code arha ha😓,Negative
Easypaisa,Yi ki doka hin kih abi tak ni open hota,Negative
Easypaisa,Cashback mjy nhi ml rahai,Negative
Easypaisa,Bad service ever in pakistan no responding to customer!,Very Negative
Easypaisa,"What the issue
Sender account is not active",Negative
Easypaisa,Easypaisa is everything easy now,Positive
Easypaisa,You should check with daraz. Easypaisa payment method isn't working. I just attempted to pay twice using this offer. Thanks,Negative
Easypaisa,"Thank you very much, you have saved my monthly ₹ 400",Positive
Easypaisa,**.SUPERB.**,Positive
Easypaisa,Worst app ..I have purchased my Jazz bundle .it is not activated on my sim..,Very Negative
Easypaisa,"Not received cash back also inbox issue but no response from telenor since 10 daya, poor quality services",Very Negative
Easypaisa,Assalamualaikum ye easypaisa account main balance maintain krne per 50 min free mil rhe thy?,Neutral
Easypaisa,Free minuts milna band hugy hain kiya,Query
Easypaisa,"You are every offers only new user
Why",Negative
Easypaisa,7 GB milta hy jhoot mat bolen,Negative
Easypaisa,"Check ur ib and reply ...
Kl se wait krwa rkha ha reply k liye itni slow service ha",Very Negative
Easypaisa,2000 cash acount main rakhny se free minute nahe milty ab??,Query
Easypaisa,Sab se Barda CHOOR Easypaisa hai,Very Negative
Easypaisa,Telenor users ko minutes and daily cash back dono miltay ya 1 option select krna hoga,Query
Easypaisa,Inbox krain to reply ni krty qq,Negative
Easypaisa,Ak week se wo milna band hogaye hain?,Query
Easypaisa,Money transferr ni ho rae easy paisa account ma,Neutral
Easypaisa,Load bi Kar sakte Hain ya sirf bandel active Kar sakte Hain aur ye self Hy ya kisi bi Telenor number pe active Kar sakte hain,Query
Easypaisa,Ye Q hojata h...?,Query
Easypaisa,Or old user apna account band kren,Neutral
Easypaisa,Easypaisa help line,Neutral
Easypaisa,No Cashback On 1000 Transfer From Bank,Negative
Easypaisa,1stjuly k bad waly account sy kissi b telenor num par bundle kar sakty hain ???,Query
Easypaisa,Maximum shipping disscount 150 millega ???aur ek costomer ko ek baar disscount millega ??mean Gar first 1500 customers men hum do teen baar shoping kare aur easypaisa se pay kare to 3 time he shipping free milegi ??,Query
Easypaisa,My easy paisa account is not working,Neutral
Easypaisa,Ap pehly khud soch len k kia offer day rhe hn,Neutral
Easypaisa,Application not working properly remove bugs everybody suffering .,Negative
Easypaisa,"Easypaisa is getting worst day by day...Even I'm also not satisfied from them even I'm using it till now..Now every second person is annoyed on their policy....They should be ashamed...Even ""Haha"" reaction is greater on them by day to day.",Very Negative
Easypaisa,I cannot pay with easypasisa already complained but not responding,Negative
Easypaisa,Amazing 👌,Positive
Easypaisa,"I got 1410 rupees cashback during 10.10 campaign.
Thanku easy paisa",Positive
Easypaisa,"Easypaisa k sms aty hain k self load per 50% cash back upto Rs.100
Load krny per koi cashback nahi milta sab baqwas ha",Negative
Easypaisa,Fazool,Negative
Easypaisa,Easypaisa can't solve my issue very bad experience check my inbox easypaisa,Very Negative
Easypaisa,"I hv not been receving daily mints from easypaisa account though I hv more than 2 thousands in my account
.",Negative
Easypaisa,"Very bad Easypaisa. Now you have to choose between free minutes and daily cashback and not posting free minutes automatically. You had to use your account once in a month. And now you have to make a transaction for daily minutes or cashback, first you increased the minimum balance limit, reduced free minutes from 100 to 50 and now this",Very Negative
Easypaisa,Bundle active krte hue still error arha hai,Negative
Easypaisa,Ajeeb drama ha yar. App update ki ha tu mint milna khatm ho gy. 1 week se zyada ho gy ni mil ry,Very Negative
Easypaisa,Bhai ya bus time waste kart Hain or reward bhi nhe data Hain Wast of time Easypaisa and Bkwss app,Negative
Easypaisa,Koi bhi esaypaisa mein pasay na rakhe jiske acount mein pasay hongy who acont bolock kr daty hai aik mera aur aik meri waife ka aur aik mery doust ka acount bolock kr diya hai khamkha ab telenor bank waly kahety hain apke acont mein pasy pary hain eslye hum acount unbolock nahein kr skty ager apky acont mein pasay na hoty to hum apka acunt aik mint mein activ kr daty ajeeb haram khor hain,Very Negative
Easypaisa,"Extremely poor feedback, pl check inbox.",Very Negative
Easypaisa,"phely ye msg ata h.. 3737 se.. phr is num se call ati h.. dokandar ne galti se apke ps 3000 bhej dia h.. wps kr din.. me abdula bat kr rha hon.. I called recoding today..

so pls is fraud se bachin .. easypaisa noted pls
I send screen shot pls check",Negative
Easypaisa,Bill jb Bhi krna cahoo nae paid hota ki tarha ki service hai ye,Negative
Easypaisa,Jo bi pkg bejho ya blnc bejho 48 gnte bat ye Kiya msla he as trh koe bi use nh kre ga easypaisa,Negative
Easypaisa,2 month guzer gai mera debit card ni araha 10 15 br helpline per shikayat bhi darj krwai phr bhi no response any solution?,Negative
Easypaisa,Yhe kia baqwas karte hai easypaisa app wale 1weak sy mujhe free mints ni male rahe 8000hazar ka balance hai mery account ma guide main,Very Negative
Easypaisa,"All the management of the easypasa disqualified...
making lame EXCUSE
didn't provide free minutes nor cash back....
requests to the all members those who're having easypasa account please remove all amounts from your Epasa account and uninistall this v bad application as like me done",Very Negative
Easypaisa,Fake lag rha hy yeh easy Paisa qk Mai kab se bills or load krha ho koi cash back nhi ata ..... 😡😤,Very Negative
Easypaisa,Sb sy bakwas services hain in ki 8 aug sy debit card order kiya huwa ha abi tk nai Mila or transaction k liye b 3.. 3 din wait krna prta ha,Very Negative
Easypaisa,Easypaisa app is very good app,Positive
Easypaisa,Chor hain esaypaisa waly acount khamkh bolock kr deaty hain esmein koi pasay na rakhe plz bacho insay frraod krty hain mera aur meriwaif aur mery aik doust ka acont bolock kr diya hai ab halplin waly bolty hain apna orgnal cnic k sath telenor bank jao aur who haramkhor kahety hain apke acont mein pasay pary hain hum apka acont active nahein kr sktty ager apke acount mein pasay na hoty ti hum aik mint mein active kr dayty,Very Negative
Easypaisa,Wow great,Very Positive
Easypaisa,Sb sy bakwas services hain in ki 8 aug sy debit card order kiya huwa ha abi tk nai Mila or transaction k liye b 3. 3 din wait krna prta ha,Very Negative
Easypaisa,"Hey easypaisa
Why you're services becoming limited .
Kindly provide us both free minutes and cashback or tell me how can I get both services ?",Neutral
Easypaisa,Congratulations to all four members of easypaisa staff in advance.,Positive
Easypaisa,Easy paisa .. call tou picke kroo yarr.. ya baap mara gia tumhara,Negative
Easypaisa,Baqi Multan or Lahore waly or baqi City waly easypaisa account band kr dain chalana yeh khyna chaty Hain Kia easpaisa waly ap,Negative
Easypaisa,"Please don't order Easypaisa Debit card. In ke service itni gandi hai k 3 Maah sy order keya hua hai lakin aaj tk ni mila or jb bhe cal kro to wohe Old story k sir 2 din main mil jay ga
M jazz user hon or galti kr le Easypaisa Account bna kr
#Froud_Easypaisa_DebitCard_Service",Very Negative
Easypaisa,Ghatiya coutmer service 1 month ho geya complaint ko per koi jawab nahi deta,Very Negative
Easypaisa,mere roz k 2 rupees kate lete hen wo to bnd krwa do plz,Negative
Easypaisa,mere roz 2 rupees kate lete bend kro plz,Negative
Easypaisa,Mera acont unbolok kro haram n khao sharam kro,Very Negative
Easypaisa,Abe help line p baat ki to 50 ka balance khtm ho gya but baat tk nh kii help line walo ny,Negative
Easypaisa,"Chor hain esaypaisa walay mera acount khamkhah bolock kr diya hai ab khol nahein jab k ban aur franchaic 4 ,4 chakr laga choka hon aur stetmint bhi day aaya hon bas compny pasay khany k chakr mein hai",Very Negative
Easypaisa,Why my app is not working,Negative
Easypaisa,Yew Log Aik Number Ka Furad Han Jhota Han Bach Ka 5 Transection Ke Different Account Ma aj 6 nov ka Kuch nai Mila Masg Kiya Dekh Kar Ab Seen Nai Kar Raha No1 Furadiya Han Yew,Very Negative
Easypaisa,"Koi aik bnda bhi nahi aisa jis ne jeet k comment kia ho , saray inaam khlai makhlook jeet jati h",Negative
Easypaisa,Mery aur bhi 2 doston k acount bolck kr diye ha koi banda esypaisa ac mein pasay na rakhe plz,Negative
Easypaisa,Still not receive cashback of Rs100.No response from easypaisa. #Easypaisa,Negative
Easypaisa,Meri account open b nhe ho rha ha Blanc b pora ha free minutes b nhe mil rhy kindly check kr k cnfrm kr dain help line pa contact nhe ho rha,Negative
Easypaisa,I have complained about cash back. But no response,Negative
Easypaisa,"Worst experience ever i faced from last 3 days.

Whenever i sent money from meezan bank app to easypaisa app that take 6 hours to transfer....",Very Negative
Easypaisa,Sir mere easy paisa account se jazz cash per transfer nhi horhi money 3 din se,Negative
Easypaisa,Invite ka koi cash back nh mla .reg bi karwaya transaction bi karwai,Negative
Easypaisa,Salam sir mene easy paisa account pe ik friend invite kia he mujhe us ke paise nhe mile,Negative
Easypaisa,"Sir, app kam he nhe kar raha hai. kindly inbox me",Negative
Easypaisa,No number avelibale help line,Negative
Easypaisa,mujhe free mints nhi mil rhe zong number par amount b moojod hy bar bar complain b ki pr masla hal nhi howa,Negative
Easypaisa,No reply from easy Paisa,Negative
Easypaisa,What a great,Positive
Easypaisa,Your company doing well but need high secuarity,Neutral
Easypaisa,Reply kyun nhi derhe,Negative
Easypaisa,Fake Ha Mein Code Apply KR k Purchase Kiya But Koi Discount Nhi Mila,Negative
Easypaisa,Easy paisa faruad hay. Minute Nov se ik dam khatam kar deye hain,Very Negative
Easypaisa,Shame on Easypaisa,Very Negative
Easypaisa,What's problem with easy PAISA app.i am non telenor user,Negative
Easypaisa,Kuch Bhe nahe hoyas is app main bkwas,Very Negative
Easypaisa,Easypaisa ne Zong free mins offer khatm kr di hai Balnace rakhny pe bycott Easypaisa by Giving 1 star on Google play store,Very Negative
Easypaisa,youtube to chalta hi nahi is offer ko lgany sy,Negative
Easypaisa,#ShameEasyPaisa,Very Negative
Easypaisa,Check this transaction Fraudsters i have send to bank account and it doesn't receive in 12 hours what is this and for what we use this dull app..,Very Negative
Easypaisa,Easypaisa wala fraud kar raha hein diffrent ways k sath or helpline wala koi help nai karta jin accounts mein balance ha unko block kar daita hein so don't put money in this app you will lose your money,Very Negative
Easypaisa,Great jazz monthly social offer b available kro app pe keep it up!!!,Very Positive
Easypaisa,"2nd November wala Cashback nai dia tum easypiasa walo ne
Bhot hi kameene or Begerat kisam ki company he
Lanat he easypiasa walo par",Very Negative
Easypaisa,"Cashback is now only drama
Because
Select onnet minutes or cashback.
WFC???",Negative
Easypaisa,Cashback nhe de raha Qr pa easypaisa Shame on you easypasia,Negative
Easypaisa,Pury Pakistan main offer Lao Bhai Ye Rawalpindi Islamabad Kya lagaya howa ha,Negative
Easypaisa,It's been more than 48 hours still haven't receive cashback,Negative
Easypaisa,cashback to dety nhi 2nd nov ka bola tha ab tk nhi mila film,Negative
Easypaisa,Cashback nahi dety capmlint karro tu details le Kar inbox main jawab nahi dety Choro,Negative
Easypaisa,Fake lag rha hy yeh easy Paisa qk Mai lab se bills or load krha ho koi cash back nhi ata ..... 😡😤,Negative
Easypaisa,Mai koi bhi bill pay krta ho mujhe cash back q nhi milta .....😡😤,Negative
Easypaisa,"Easy pasia farud system hy
#Easypaisa",Very Negative
Easypaisa,Update version is worst,Very Negative
Easypaisa,Koea faida ni multan location walo ko qr banwa ka,Negative
Easypaisa,Not receive my cashback,Negative
Easypaisa,Kuch sharam kro inbox mien jvb du tang kr ke rakh dya hy plz,Negative
Easypaisa,Jhoot he hota hai inka ...... Bewakoof banate logon ko dete kuch nai,Negative
Easypaisa,A.o.a mere easypaisa account main 1500 see zyada balance ha. But muj free mins receive nai horahe.,Negative
GulahmedFashion,"Beautiful
Stuff?",Positive
GulahmedFashion,I Like it,Positive
GulahmedFashion,"Why are the unstitched sizes of most of your shirts only 1.75 meters, I thought it was supposed to be 2.5 meters at least",Negative
GulahmedFashion,I got my all dresses what I ordered... Thanku soo much excellent stuff,Very Positive
GulahmedFashion,Just wow,Positive
GulahmedFashion,hmmm.good,Positive
GulahmedFashion,no i look cutest person while weepng😅,Positive
GulahmedFashion,Link open ni hu re,Negative
GulahmedFashion,Link not working,Negative
GulahmedFashion,"True! Some hackers use your web page pic n they receives our sms l don,t know how but we realize when we receive wrong thing",Negative
GulahmedFashion,I always like the page you display and wish you good luck,Positive
GulahmedFashion,Gul Ahmed never compromise on quality. always satisfy thr customer. no comparison of its fabric wth any other brand. i got my beautiful parcels. loved it,Positive
GulahmedFashion,This dress is beautiful but not in collection i want this same one,Positive
GulahmedFashion,Maa'shaAllah nice colour nice dress,Positive
GulahmedFashion,Waooooo,Positive
GulahmedFashion,This article is pretty and colour 🥰,Positive
GulahmedFashion,Best quality fabrics I like it,Positive
GulahmedFashion,the best brand in Pakistan gul ahmed,Very Positive
GulahmedFashion,Koi response he nhi milta 😞,Negative
GulahmedFashion,Thnx gul Ahmad,Positive
GulahmedFashion,Nice dress,Positive
GulahmedFashion,Waoooo,Positive
GulahmedFashion,"Thankgod,Gul Ahmed is open today waiting to shop from there",Positive
GulahmedFashion,Thank God☺️,Positive
GulahmedFashion,Not available on website,Negative
GulahmedFashion,Can't find it on site,Negative
GulahmedFashion,Beautiful dresses,Positive
GulahmedFashion,Vare naice,Positive
GulahmedFashion,Very nice 👍👌☺️👌👍👌👍☺️🆗👍👌,Very Positive
GulahmedFashion,Not available on websites or online....,Negative
GulahmedFashion,Very nice 👍👌☺️👌👌☺️👌👌👍👍👌👍👍👌 3,Positive
GulahmedFashion,Love these,Positive
GulahmedFashion,"I need this (black,red) dress in the cover photo. But unable to connect to website. Please take my order",Neutral
GulahmedFashion,Goodmorning have a good day,Positive
GulahmedFashion,"Received my order.
Thanks all are beautiful 💞💞💞💞",Very Positive
GulahmedFashion,Nice color,Positive
GulahmedFashion,Nice clothes plz price bhe sath mention kar diya karein,Positive
GulahmedFashion,Nic dress,Positive
GulahmedFashion,Hm oder dete hn.. Pr koi acept nhi krta,Negative
GulahmedFashion,Gul Ahmed this kaaj collection stolen my heart❤,Very Positive
GulahmedFashion,Impressive,Positive
GulahmedFashion,Gul Ahmed is best brand...best quality🌼,Very Positive
GulahmedFashion,Online mngwaya tha dress 6nov KO order Kia tha abi tk deliver ni hua.,Negative
GulahmedFashion,Mostly Sale products are not available on your bahawalpur outlet,Negative
GulahmedFashion,awesome collection by gul ahmed,Positive
GulahmedFashion,Beautiful Collection,Positive
GulahmedFashion,Beautiful collection by gul Ahmed,Positive
GulahmedFashion,V. Nic,Positive
GulahmedFashion,This dress is not found in website,Negative
GulahmedFashion,This design is not found at ur page,Negative
GulahmedFashion,this artical not found on your given link,Negative
GulahmedFashion,Very nice 👍👍,Positive
GulahmedFashion,Beautiful design,Positive
GulahmedFashion,Beautiful colours 😍,Positive
GulahmedFashion,Zabrdast,Very Positive
GulahmedFashion,Wow 😮,Positive
GulahmedFashion,Zabrdst,Very Positive
GulahmedFashion,Awesome online service nd products. Thanx,Very Positive
GulahmedFashion,The great winter sale,Positive
GulahmedFashion,Long live changazis👍🏻,Positive
GulahmedFashion,"I love Gul Ahmed💕💕
Love from Nepal 🎈🎈",Very Positive
GulahmedFashion,#TheGreatWinterSale,Positive
GulahmedFashion,I like her acting,Positive
GulahmedFashion,So beautiful 😍❤️,Positive
GulahmedFashion,not show online,Negative
GulahmedFashion,Very nice collection 👍,Positive
GulahmedFashion,Very nice shirts ye models ko kiyia hoa ha........,Positive
GulahmedFashion,Pix seedha khara kr k nhi ley skte thy😠har model theriii,Negative
GulahmedFashion,Beautiful Collection ... Ms,Positive
GulahmedFashion,"**.GUL.AHMED.**
**.THE NAME OF STYLE AND STANDARD.**",Positive
GulahmedFashion,Wow😯,Positive
GulahmedFashion,Not available in this link,Negative
GulahmedFashion,Nice price,Positive
GulahmedFashion,Stunning collection,Positive
GulahmedFashion,So good 😍,Positive
GulahmedFashion,Oh thanks 😊,Positive
GulahmedFashion,Dresses luvrz 💞,Positive
GulahmedFashion,One green shawl dress is not available.. Sold out or upcoming article,Negative
GulahmedFashion,I appreciate for your beautiful activities you are always the best the all Product is wonderful I bought many dresses from this brand mashallah keep it up💫,Very Positive
GulahmedFashion,"I am in just love with gul Ahmad brand. I used to try only this,for me there is nothing much better than this. Keep it like u r doing 👍 .",Very Positive
GulahmedFashion,"#GulAhmed
Is great",Positive
GulahmedFashion,Thanks 😊,Positive
GulahmedFashion,Oder delivery kitny din tk ho jati apki... Mjhy abhi tk received ni hoya one week ho chuka,Negative
GulahmedFashion,So beautiful,Very Positive
GulahmedFashion,Red one is the best,Positive
GulahmedFashion,"The place is looking v nice and peaceful, where Gul Ahmad shoot",Positive
GulahmedFashion,Masha Allah nice,Positive
GulahmedFashion,I appreciate for your beautiful activities you are always the best the all Product is wonderful .,Very Positive
GulahmedFashion,Excellent designs what’s price range,Very Positive
GulahmedFashion,Beautiful design and price,Very Positive
GulahmedFashion,Beautiful dress colours and designs.,Very Positive
GulahmedFashion,V. Nice colors & beautiful collection ....best of luck for the future...,Very Positive
GulahmedFashion,Nice collection,Positive
GulahmedFashion,"Amazing collection
Kamal ker dia",Very Positive
GulahmedFashion,NYC collection,Positive
GulahmedFashion,Wow supr hit prints,Very Positive
GulahmedFashion,Nice collecrion Pp each suit,Positive
GulahmedFashion,Price is not showing is this new arrival thanks,Negative
GulahmedFashion,most of the articles are not available,Negative
GulahmedFashion,Beautiful please priz,Positive
GulahmedFashion,Ayesha Ali Mughal check kr bohatt alla collection hy....,Very Positive
GulahmedFashion,Very nice dress,Positive
GulahmedFashion,V nice design,Positive
GulahmedFashion,Amazing colours,Positive
GulahmedFashion,Alwys imprsv,Very Positive
GulahmedFashion,Bht zbrdst collection h,Very Positive
GulahmedFashion,Nice 👌,Positive
GulahmedFashion,this dress is not available now,Negative
GulahmedFashion,Wao amazing,Very Positive
GulahmedFashion,Amazing colourful combination,Very Positive
GulahmedFashion,Zabardast collection,Very Positive
GulahmedFashion,Why can’t I view these pics???,Negative
GulahmedFashion,Nice collection ☺️,Positive
GulahmedFashion,Wow amazing😍😍,Very Positive
GulahmedFashion,superbbb,Positive
GulahmedFashion,Nice beautiful collection ❤️❤️,Positive
GulahmedFashion,Beautiful 💕💕 colours,Very Positive
GulahmedFashion,Beautiful lovely collection,Very Positive
GulahmedFashion,Superrrrb,Positive
GulahmedFashion,Superb 😍,Positive
GulahmedFashion,Amazing design,Positive
GulahmedFashion,wow sooo nice,Very Positive
GulahmedFashion,Fabulous,Positive
GulahmedFashion,So beautiful 😍,Positive
GulahmedFashion,Happy to see this sindhi collection ☺️☺️❤❤❤❤👍👌,Positive
GulahmedFashion,Wow I love to buy this collection,Very Positive
GulahmedFashion,Very nice dress's,Positive
GulahmedFashion,Behtareen collaction hay,Positive
GulahmedFashion,So nice all disgne,Positive
GulahmedFashion,Fantastic,Positive
GulahmedFashion,Ideal adias by gul ahmed,Positive
GulahmedFashion,Beautiful 💗,Positive
GulahmedFashion,Superb..,Positive
GulahmedFashion,Amazing 😍,Positive
GulahmedFashion,Nice too,Positive
GulahmedFashion,Kindly check out ur sit can't access,Negative
GulahmedFashion,Your site is not opening,Negative
GulahmedFashion,"Thank you GUL AHMAD you always very quick and fast.i really appreciate your quality and way of packaging to home delivery
I have wonderful experience at all 😍😊",Very Positive
GulahmedFashion,Website nai open ho rahi.,Negative
GulahmedFashion,I like idea,Positive
GulahmedFashion,Beautiful 💕,Positive
GulahmedFashion,So beautiful collection,Very Positive
GulahmedFashion,Cute model,Positive
GulahmedFashion,So sweet she is,Positive
GulahmedFashion,Zaberdest,Very Positive
GulahmedFashion,Best brand in Pakistan..,Very Positive
GulahmedFashion,Congratulations gul Ahmed,Positive
GulahmedFashion,Mein ny ek dress order keya tha wo tcs walo ny waps kr deya hain plz app mujhi email adress dy apna take mein complaint kr ke waps order kr do yaha pe comment kr de email yeah ib mein baj dy,Neutral
GulahmedFashion,big brand big sale,Positive
GulahmedFashion,Gul Ahmed fabrek parent paidar hoty Han,Positive
GulahmedFashion,Beautiful 💖,Positive
GulahmedFashion,Waiting! Impatiently 😜,Positive
GulahmedFashion,Beautiful collection but where is two piece collection all is 3 piece cillection,Positive
GulahmedFashion,Zabardst,Very Positive
GulahmedFashion,Love it 👍❤️,Positive
GulahmedFashion,Zaberdast collation,Positive
GulahmedFashion,"Beautiful collection
Plz keep prices reasonable!",Positive
GulahmedFashion,Love it💛💛,Positive
GulahmedFashion,Amazing ❤,Positive
GulahmedFashion,Love it !,Positive
GulahmedFashion,Very nice look like a fresh rose,Positive
GulahmedFashion,"Nice dress
Pp...",Positive
GulahmedFashion,Wow 😍,Positive
GulahmedFashion,Wawww,Positive
GulahmedFashion,super collection,Positive
GulahmedFashion,Behtreen,Positive
GulahmedFashion,This is so beautiful . The colour is absolutely stunning ❤️,Very Positive
GulahmedFashion,Collection👌,Positive
GulahmedFashion,Just recieved my parcel thank u Gul Ahmed❤️,Positive
GulahmedFashion,Beautiful dress 👍,Positive
GulahmedFashion,bht nice,Positive
GulahmedFashion,Love♥️,Positive
GulahmedFashion,Havee a nice good day,Positive
GulahmedFashion,This suit is Missing,Negative
GulahmedFashion,Nice colour and design,Positive
GulahmedFashion,Nice dress do u have large size,Positive
GulahmedFashion,Nice price plz,Positive
GulahmedFashion,This one isn't available on ur website 😏,Negative
GulahmedFashion,Thank,Positive
GulahmedFashion,My favorite collection,Positive
GulahmedFashion,Aala Greatest,Very Positive
GulahmedFashion,Nice😍😍😍,Positive
GulahmedFashion,Pretty,Positive
GulahmedFashion,Gud job,Positive
GulahmedFashion,nice dress all of,Positive
GulahmedFashion,Nice dress 👆 price,Positive
GulahmedFashion,I always like gul ahmmad dresses and prefer to buy this.,Positive
GulahmedFashion,Beautiful dresses 👗,Positive
GulahmedFashion,Nice colour,Positive
GulahmedFashion,Beautiful color,Positive
GulahmedFashion,Nic,Positive
GulahmedFashion,Waoo,Positive
GulahmedFashion,Awesome collection,Positive
GulahmedFashion,Beauty yet expensive,Neutral
GulahmedFashion,Amazing collection,Very Positive
GulahmedFashion,Awesome 👍,Positive
GulahmedFashion,Zaberdest collection,Very Positive
GulahmedFashion,"Beautiful
Price please",Very Positive
GulahmedFashion,Price m plz these velvet suits plz beautiful all of ❤️❣️❤️,Positive
GulahmedFashion,"I won’t the black one first dress
I couldn’t find in website",Negative
GulahmedFashion,Comforter price,Positive
GulahmedFashion,"AoA Sir...
Sir mn ne (code; 172079) order kya tha, but parcel koi or bhej dya hamen.Gulahmad ka name hy,
its very wrong...",Negative
GulahmedFashion,So so beautiful,Very Positive
GulahmedFashion,Gul Ahmad is best,Positive
GulahmedFashion,This time v nice collection n specially affordable prices,Very Positive
GulahmedFashion,Awsome collection bt prices r too higb😦,Positive
GulahmedFashion,Good information,Positive
GulahmedFashion,Thankful to you very informative show.Allah give you great health all of you.,Positive
GulahmedFashion,Awareness can save many lives.👍,Positive
GulahmedFashion,Highly appreciated Gul Ahmed for the efforts to awareness & coupons,Positive
GulahmedFashion,Superb session,Positive
GulahmedFashion,Agreed with madam misbah,Neutral
GulahmedFashion,Gullahmad ismy favorite,Positive
GulahmedFashion,But man mind also set by only one that's his mother she's also woman,Neutral
GulahmedFashion,Nice discussion,Positive
GulahmedFashion,Good suggestion,Positive
GulahmedFashion,"Seema, proud of u , fellow KMC",Positive
GulahmedFashion,ladies good effort,Positive
GulahmedFashion,Your show is great,Positive
GulahmedFashion,Misbah I agree with you,Positive
GulahmedFashion,ok thanks,Positive
GulahmedFashion,Good efforts,Positive
GulahmedFashion,Nice discion,Positive
GulahmedFashion,Good program,Positive
GulahmedFashion,bht ache information da rhe hn Allah apko ajar de,Positive
GulahmedFashion,awaz sahi nai aya rahi,Negative
GulahmedFashion,Zabardast 👌,Positive
GulahmedFashion,awaz nahi hy,Negative
GulahmedFashion,Love you good,Positive
GulahmedFashion,This is a good initiative ❤️,Positive
GulahmedFashion,Dr rufina iz the best MA Sha Allah Allah ny inky hath main bht shifa di ha,Very Positive
GulahmedFashion,not in Rawalpindi and Islamabad,Negative
GulahmedFashion,We r with u,Positive
GulahmedFashion,MashaAllah piyari ladies,Positive
GulahmedFashion,It’s a really good initiative Watched the whole program. Awareness is must,Positive
GulahmedFashion,Kindly solve my problem my order was not placed why,Negative
GulahmedFashion,Superb as always 👍👍,Positive
GulahmedFashion,Beautiful ❤️,Positive
GulahmedFashion,I have not received my order even after 8 days,Negative
GulahmedFashion,mera order complete nhi hua I tried many times but address pe ja k ruk jata tha k ziada symbols na dalain I tried every way but nhi hua mukammal🙄,Negative
GulahmedFashion,Velvet ki prices link pe Mention nahi hain,Negative
GulahmedFashion,Wow price,Positive
GulahmedFashion,Beautiful collection bt prices r high,Positive
GulahmedFashion,Super 🥳,Positive
GulahmedFashion,"Not showing this beautiful dress online , kindly plz share link",Neutral
GulahmedFashion,We can’t find velvet online,Negative
GulahmedFashion,Its not showing online,Negative
GulahmedFashion,It is not mention in ur website,Negative
GulahmedFashion,All articles not available,Negative
GulahmedFashion,Velet nahe show kr raha to online booking kese kren,Negative
GulahmedFashion,Kio company ki reputation kharab ker rahay ho link sub ko day rahay ho but us main yeh article hi nahi,Negative
GulahmedFashion,Please update velvet suits their r no velvet suits online .,Negative
GulahmedFashion,Wowwwww,Positive
GulahmedFashion,this is not on website,Negative
GulahmedFashion,Wow wondering dress,Positive
GulahmedFashion,Beautiful dress,Positive
GulahmedFashion,Nyc clr,Positive
GulahmedFashion,prices mention kia karay asane hote hai,Neutral
GulahmedFashion,So beautiful all designs and colors,Very Positive
GulahmedFashion,Vibrant colour 😍,Positive
GulahmedFashion,Beautiful collection ... plz price memtion kr den.,Positive
GulahmedFashion,Fantastic collection like always.,Positive
GulahmedFashion,Amazing no words always new addition but one thing z very expensive,Neutral
GulahmedFashion,I ordered some clothes before 10 days but not yet reached.,Negative
GulahmedFashion,"Very nice collection
But prices will be scary",Neutral
GulahmedFashion,Amazing most beautiful collection,Very Positive
GulahmedFashion,All collection is beautiful 😍,Positive
GulahmedFashion,Nice collection 👍🏿,Positive
GulahmedFashion,"Very nice collectoin ,awsome dress",Very Positive
GulahmedFashion,Father is back with collection 👍😍❤️,Positive
GulahmedFashion,I placed an order exact 1 week ago and I have had no update on the delivery status,Negative
GulahmedFashion,Beautiful collection as always,Positive
GulahmedFashion,Maasha Allah...2020 winter..gulahmed k naam..tammam😊,Positive
GulahmedFashion,Hmm in ki delivery ka issue ha,Negative
GulahmedFashion,Fatima Noor daikh kitni achi collection ha,Very Positive
GulahmedFashion,Me too GulAhmed collection lover 🤩,Positive
GulahmedFashion,All collection beautiful nice,Very Positive
GulahmedFashion,All collection so beautiful,Very Positive
GulahmedFashion,Haseen prints marvelous,Very Positive
GulahmedFashion,Masha Allah beautiful collection,Very Positive
GulahmedFashion,Awsome collection ths time👍,Very Positive
GulahmedFashion,Beautifull collection.. ❤️,Positive
GulahmedFashion,Beautiful 😍😍😍,Positive
GulahmedFashion,Nice dears colare is beautiful 😍,Very Positive
